DATE,TX,Q_TX,TN,Q_TN,TG,Q_TG,SS,Q_SS,SD,Q_SD,RR,Q_RR,QQ,Q_QQ,PP,Q_PP,HU,Q_HU,CC,Q_CC
20230130,125.0,0,50.0,0,75.0,0,56.0,0,0.0,0,0.0,0,65.0,0,10251.0,0,74.0,0,3.0,0
20230131,104.0,0,33.0,0,79.0,0,18.0,0,0.0,0,0.0,0,40.0,0,10251.0,0,75.0,0,6.0,0
20230201,114.0,0,43.0,0,73.0,0,25.0,0,0.0,0,0.0,0,50.0,0,10251.0,0,75.0,0,5.0,0
20230202,136.0,0,60.0,0,87.0,0,4.0,0,0.0,0,0.0,0,37.0,0,10273.0,0,80.0,0,7.0,0
20230203,94.0,1,77.0,0,107.0,1,40.0,0,0.0,0,0.0,0,61.0,0,10315.0,0,81.0,0,6.0,0
20230204,89.0,0,81.0,0,88.0,0,1.0,0,0.0,0,0.0,0,23.0,0,10382.0,0,82.0,0,8.0,0
20230205,116.0,0,33.0,0,61.0,0,61.0,0,0.0,0,0.0,0,71.0,0,10447.0,0,74.0,0,2.0,0
20230206,88.0,0,8.0,0,62.0,0,81.0,0,0.0,0,0.0,0,87.0,0,10421.0,0,74.0,0,3.0,0
20230207,83.0,0,-17.0,0,35.0,0,51.0,0,0.0,0,0.0,0,77.0,0,10390.0,0,83.0,0,2.0,0
20230208,109.0,0,-39.0,0,22.0,0,80.0,0,0.0,0,0.0,0,95.0,0,10348.0,0,83.0,0,1.0,0
20230209,91.0,0,-20.0,0,45.0,0,45.0,0,0.0,0,0.0,0,72.0,0,10329.0,0,80.0,0,4.0,0
20230210,103.0,0,-19.0,0,36.0,0,46.0,0,0.0,0,0.0,0,77.0,0,10367.0,0,82.0,0,4.0,0
20230211,87.0,0,12.0,0,58.0,0,0.0,0,0.0,0,0.0,0,25.0,0,10368.0,0,79.0,0,8.0,0
20230212,126.0,0,71.0,0,79.0,0,0.0,0,0.0,0,0.0,0,20.0,0,10374.0,0,79.0,0,8.0,0
20230213,122.0,0,31.0,0,78.0,0,83.0,0,0.0,0,0.0,0,99.0,0,10341.0,0,77.0,0,3.0,0
20230214,156.0,0,-2.0,0,60.0,0,49.0,0,0.0,0,2.0,0,81.0,0,10308.0,0,86.0,0,3.0,0
20230215,134.0,0,12.0,0,84.0,0,74.0,0,0.0,0,4.0,0,94.0,0,10235.0,0,79.0,0,5.0,0
20230216,152.0,0,60.0,0,97.0,0,0.0,0,0.0,0,0.0,0,38.0,0,10202.0,0,88.0,0,7.0,0
20230217,128.0,0,93.0,0,122.0,0,5.0,0,0.0,0,0.0,0,49.0,0,10216.0,0,84.0,0,8.0,0
20230218,138.0,0,103.0,0,116.0,0,0.0,0,0.0,0,2.0,0,23.0,0,10215.0,0,81.0,0,8.0,0
20230219,138.0,0,64.0,0,101.0,0,59.0,0,0.0,0,0.0,0,94.0,0,10264.0,0,74.0,0,3.0,0
20230220,98.0,0,59.0,0,98.0,0,18.0,0,0.0,0,0.0,0,62.0,0,10242.0,0,83.0,0,7.0,0
20230221,97.0,0,75.0,0,87.0,0,0.0,0,0.0,0,30.0,0,28.0,0,10180.0,0,88.0,0,8.0,0
20230222,89.0,0,57.0,0,77.0,0,0.0,0,0.0,0,4.0,0,31.0,0,10120.0,0,88.0,0,8.0,0
20230223,107.0,0,58.0,0,73.0,0,3.0,0,0.0,0,0.0,0,46.0,0,10183.0,0,80.0,0,7.0,0
20230224,82.0,0,-13.0,0,47.0,0,16.0,0,0.0,0,0.0,0,59.0,0,10142.0,0,78.0,0,6.0,0
20230225,82.0,0,33.0,0,58.0,0,14.0,0,0.0,0,0.0,0,66.0,0,10176.0,0,73.0,0,5.0,0
20230226,87.0,0,12.0,0,47.0,0,36.0,0,0.0,0,0.0,0,87.0,0,10272.0,0,66.0,0,3.0,0
20230227,80.0,0,1.0,0,44.0,0,19.0,0,0.0,0,0.0,0,70.0,0,10318.0,0,71.0,0,4.0,0
20230228,86.0,0,12.0,0,46.0,0,3.0,0,0.0,0,0.0,0,36.0,0,10327.0,0,80.0,0,5.0,0
20230301,96.0,0,40.0,0,63.0,0,14.0,0,0.0,0,0.0,0,56.0,0,10292.0,0,77.0,0,8.0,0
20230302,69.0,0,15.0,0,55.0,0,80.0,0,0.0,0,0.0,0,130.0,0,10261.0,0,70.0,0,3.0,0
20230303,72.0,0,35.0,0,52.0,0,0.0,0,0.0,0,0.0,0,41.0,0,10291.0,0,69.0,0,8.0,0
20230304,54.0,1,46.0,0,59.0,1,0.0,0,0.0,0,0.0,0,44.0,0,10295.0,0,67.0,0,8.0,0
20230305,101.0,0,32.0,0,43.0,0,0.0,0,0.0,0,0.0,0,41.0,0,10193.0,0,67.0,0,8.0,0
20230306,57.0,0,3.0,0,52.0,0,1.0,0,0.0,0,56.0,0,63.0,0,10061.0,0,81.0,0,8.0,0
20230307,38.0,0,19.0,0,38.0,0,2.0,0,0.0,0,52.0,0,56.0,0,10003.0,0,86.0,0,7.0,0
20230308,116.0,0,5.0,0,21.0,0,0.0,0,0.0,0,102.0,0,27.0,0,9916.0,0,93.0,0,8.0,0
20230309,56.0,1,14.0,0,65.0,1,0.0,0,0.0,0,58.0,0,40.0,0,9910.0,0,95.0,0,8.0,0
20230310,101.0,0,27.0,0,42.0,0,7.0,0,0.0,0,0.0,0,70.0,0,9971.0,0,81.0,0,7.0,0
20230311,142.0,0,-22.0,0,40.0,0,40.0,0,0.0,0,12.0,0,119.0,0,10095.0,0,77.0,0,7.0,0
20230312,145.0,0,32.0,0,87.0,0,13.0,0,0.0,0,10.0,0,74.0,0,10057.0,0,87.0,0,6.0,0
20230313,103.0,1,99.0,0,122.0,1,15.0,0,0.0,0,20.0,0,86.0,0,9905.0,0,78.0,0,8.0,0
20230314,102.0,0,41.0,0,72.0,0,52.0,0,0.0,0,2.0,0,135.0,0,10032.0,0,69.0,0,5.0,0
20230315,140.0,0,0.0,0,51.0,0,26.0,0,0.0,0,34.0,0,96.0,0,10157.0,0,85.0,0,4.0,0
20230316,152.0,0,41.0,0,91.0,0,15.0,0,0.0,0,4.0,0,93.0,0,10062.0,0,82.0,0,7.0,0
20230317,154.0,0,100.0,0,126.0,0,25.0,0,0.0,0,22.0,0,73.0,0,10039.0,0,86.0,0,7.0,0
20230318,111.0,1,89.0,0,122.0,1,25.0,0,0.0,0,18.0,0,104.0,0,10062.0,0,87.0,0,7.0,0
20230319,133.0,0,59.0,0,85.0,0,19.0,0,0.0,0,2.0,0,93.0,0,10159.0,0,74.0,0,7.0,0
20230320,148.0,0,76.0,0,104.0,0,0.0,0,0.0,0,26.0,0,43.0,0,10166.0,0,87.0,0,8.0,0
20230321,158.0,0,88.0,0,118.0,0,18.0,0,0.0,0,12.0,0,85.0,0,10089.0,0,82.0,0,8.0,0
20230322,155.0,0,102.0,0,130.0,0,15.0,0,0.0,0,10.0,0,101.0,0,10009.0,0,80.0,0,7.0,0
20230323,146.0,0,88.0,0,122.0,0,29.0,0,0.0,0,32.0,0,113.0,0,9970.0,0,79.0,0,7.0,0
20230324,149.0,0,75.0,0,111.0,0,38.0,0,0.0,0,110.0,0,121.0,0,9981.0,0,83.0,0,5.0,0
20230325,92.0,1,75.0,0,112.0,1,59.0,0,0.0,0,68.0,0,159.0,0,10036.0,0,71.0,0,6.0,0
20230326,119.0,0,63.0,0,78.0,0,0.0,0,0.0,0,4.0,0,57.0,0,10078.0,0,81.0,0,8.0,0
20230327,110.0,0,41.0,0,80.0,0,71.0,0,0.0,0,2.0,0,181.0,0,10252.0,0,58.0,0,6.0,0
20230328,140.0,0,43.0,0,77.0,0,0.0,0,0.0,0,20.0,0,46.0,0,10188.0,0,80.0,0,8.0,0
20230329,165.0,0,70.0,0,105.0,0,0.0,0,0.0,0,64.0,0,38.0,0,10087.0,0,91.0,0,8.0,0
20230330,153.0,0,103.0,0,134.0,0,35.0,0,0.0,0,72.0,0,144.0,0,10030.0,0,79.0,0,7.0,0
20230331,119.0,1,99.0,0,126.0,1,3.0,0,0.0,0,112.0,0,64.0,0,9891.0,0,91.0,0,8.0,0
20230401,116.0,0,88.0,0,103.0,0,6.0,0,0.0,0,0.0,0,87.0,0,10069.0,0,82.0,0,8.0,0
20230402,123.0,0,65.0,0,91.0,0,44.0,0,0.0,0,0.0,0,108.0,0,10259.0,0,70.0,0,5.0,0
20230403,149.0,0,12.0,0,68.0,0,81.0,0,0.0,0,0.0,0,202.0,0,10301.0,0,68.0,0,2.0,0
20230404,143.0,0,3.0,0,76.0,0,118.0,0,0.0,0,0.0,0,241.0,0,10273.0,0,60.0,0,0.0,0
20230405,150.0,0,43.0,0,93.0,0,30.0,0,0.0,0,34.0,0,141.0,0,10208.0,0,73.0,0,7.0,0
20230406,159.0,0,87.0,0,118.0,0,19.0,0,0.0,0,24.0,0,104.0,0,10145.0,0,83.0,0,6.0,0
20230407,159.0,0,41.0,0,100.0,0,106.0,0,0.0,0,0.0,0,236.0,0,10209.0,0,62.0,0,3.0,0
20230408,164.0,0,39.0,0,99.0,0,92.0,0,0.0,0,0.0,0,214.0,0,10255.0,0,70.0,0,2.0,0
20230409,160.0,0,53.0,0,108.0,0,75.0,0,0.0,0,62.0,0,205.0,0,10214.0,0,71.0,0,6.0,0
20230410,133.0,0,101.0,0,131.0,0,39.0,0,0.0,0,56.0,0,125.0,0,10101.0,0,76.0,0,7.0,0
20230411,122.0,0,59.0,0,96.0,0,40.0,0,0.0,0,82.0,0,123.0,0,10086.0,0,77.0,0,5.0,0
20230412,140.0,0,48.0,0,85.0,0,45.0,0,0.0,0,8.0,0,172.0,0,9936.0,0,76.0,0,7.0,0
20230413,106.0,0,58.0,0,99.0,0,96.0,0,0.0,0,12.0,0,220.0,0,10019.0,0,63.0,0,4.0,0
20230414,160.0,0,36.0,0,71.0,0,4.0,0,0.0,0,62.0,0,112.0,0,10046.0,0,85.0,0,7.0,0
20230415,161.0,0,67.0,0,113.0,0,51.0,0,0.0,0,0.0,0,172.0,0,10183.0,0,75.0,0,7.0,0
20230416,175.0,0,77.0,0,119.0,0,34.0,0,0.0,0,0.0,0,173.0,0,10262.0,0,69.0,0,7.0,0
20230417,132.0,1,104.0,0,139.0,1,57.0,0,0.0,0,0.0,0,182.0,0,10277.0,0,72.0,0,5.0,0
20230418,167.0,0,75.0,0,103.0,0,37.0,0,0.0,0,0.0,0,118.0,0,10277.0,0,71.0,0,7.0,0
20230419,162.0,0,78.0,0,122.0,0,73.0,0,0.0,0,0.0,0,182.0,0,10250.0,0,67.0,0,3.0,0
20230420,114.0,0,43.0,0,102.0,0,95.0,0,0.0,0,16.0,0,246.0,0,10211.0,0,65.0,0,2.0,0
20230421,146.0,0,63.0,0,88.0,0,16.0,0,0.0,0,38.0,0,96.0,0,10124.0,0,82.0,0,6.0,0
20230422,153.0,0,30.0,0,88.0,0,41.0,0,0.0,0,6.0,0,146.0,0,10056.0,0,76.0,0,6.0,0
20230423,128.0,0,84.0,0,118.0,0,16.0,0,0.0,0,60.0,0,119.0,0,10014.0,0,79.0,0,7.0,0
20230424,124.0,0,58.0,0,93.0,0,37.0,0,0.0,0,118.0,0,150.0,0,10102.0,0,81.0,0,7.0,0
20230425,115.0,0,24.0,0,74.0,0,89.0,0,0.0,0,0.0,0,233.0,0,10184.0,0,60.0,0,4.0,0
20230426,151.0,0,48.0,0,82.0,0,0.0,0,0.0,0,0.0,0,85.0,0,10185.0,0,65.0,0,8.0,0
20230427,186.0,0,55.0,0,103.0,0,0.0,0,0.0,0,80.0,0,88.0,0,10148.0,0,78.0,0,6.0,0
20230428,191.0,0,95.0,0,141.0,0,16.0,0,0.0,0,0.0,0,141.0,0,10117.0,0,81.0,0,7.0,0
20230429,178.0,0,62.0,0,127.0,0,93.0,0,0.0,0,0.0,0,240.0,0,10206.0,0,73.0,0,2.0,0
20230430,181.0,0,61.0,0,119.0,0,61.0,0,0.0,0,0.0,0,195.0,0,10210.0,0,71.0,0,4.0,0
20230501,151.0,0,105.0,0,143.0,0,38.0,0,0.0,0,34.0,0,163.0,0,10184.0,0,72.0,0,6.0,0
20230502,156.0,0,91.0,0,121.0,0,19.0,0,0.0,0,0.0,0,117.0,0,10264.0,0,76.0,0,5.0,0
20230503,190.0,0,55.0,0,106.0,0,128.0,0,0.0,0,0.0,0,299.0,0,10257.0,0,69.0,0,0.0,0
20230504,195.0,0,77.0,0,133.0,0,49.0,0,0.0,0,0.0,0,183.0,0,10151.0,0,72.0,0,6.0,0
20230505,145.0,1,113.0,0,154.0,1,67.0,0,0.0,0,18.0,0,221.0,0,10140.0,0,71.0,0,5.0,0
20230506,206.0,0,98.0,0,122.0,0,0.0,0,0.0,0,56.0,0,71.0,0,10138.0,0,92.0,0,7.0,0
20230507,150.0,1,122.0,0,164.0,1,39.0,0,0.0,0,0.0,0,148.0,0,10174.0,0,77.0,0,5.0,0
20230508,182.0,0,102.0,0,126.0,0,0.0,0,0.0,0,90.0,0,82.0,0,10189.0,0,89.0,0,6.0,0
20230509,180.0,0,123.0,0,152.0,0,10.0,0,0.0,0,64.0,0,132.0,0,10109.0,0,87.0,0,7.0,0
20230510,188.0,0,92.0,0,136.0,0,66.0,0,0.0,0,96.0,0,213.0,0,10129.0,0,82.0,0,6.0,0
20230511,138.0,0,89.0,0,138.0,0,58.0,0,0.0,0,0.0,0,197.0,0,10161.0,0,74.0,0,5.0,0
20230512,140.0,0,95.0,0,117.0,0,12.0,0,0.0,0,2.0,0,109.0,0,10228.0,0,84.0,0,7.0,0
20230513,214.0,0,94.0,0,117.0,0,0.0,0,0.0,0,0.0,0,100.0,0,10263.0,0,84.0,0,8.0,0
20230514,170.0,0,84.0,0,149.0,0,65.0,0,0.0,0,24.0,0,242.0,0,10206.0,0,71.0,0,6.0,0
20230515,175.0,0,98.0,0,134.0,0,88.0,0,0.0,0,0.0,0,251.0,0,10204.0,0,62.0,0,5.0,0
20230516,190.0,0,68.0,0,122.0,0,87.0,0,0.0,0,0.0,0,259.0,0,10253.0,0,62.0,0,2.0,0
20230517,204.0,0,75.0,0,132.0,0,59.0,0,0.0,0,0.0,0,204.0,0,10284.0,0,68.0,0,4.0,0
20230518,179.0,0,91.0,0,148.0,0,71.0,0,0.0,0,0.0,0,234.0,0,10281.0,0,61.0,0,7.0,0
20230519,201.0,0,101.0,0,140.0,0,23.0,0,0.0,0,0.0,0,180.0,0,10272.0,0,67.0,0,6.0,0
20230520,197.0,0,71.0,0,136.0,0,76.0,0,0.0,0,0.0,0,255.0,0,10252.0,0,62.0,0,3.0,0
20230521,197.0,0,85.0,0,141.0,0,58.0,0,0.0,0,0.0,0,219.0,0,10218.0,0,62.0,0,4.0,0
20230522,189.0,0,120.0,0,158.0,0,39.0,0,0.0,0,0.0,0,149.0,0,10216.0,0,56.0,0,5.0,0
20230523,219.0,0,91.0,0,140.0,0,67.0,0,0.0,0,0.0,0,230.0,0,10267.0,0,62.0,0,2.0,0
20230524,194.0,0,86.0,0,152.0,0,128.0,0,0.0,0,0.0,0,308.0,0,10259.0,0,64.0,0,1.0,0
20230525,204.0,0,116.0,0,155.0,0,93.0,0,0.0,0,0.0,0,292.0,0,10294.0,0,63.0,0,4.0,0
20230526,221.0,0,87.0,0,146.0,0,121.0,0,0.0,0,0.0,0,335.0,0,10313.0,0,60.0,0,2.0,0
20230527,227.0,0,84.0,0,152.0,0,137.0,0,0.0,0,0.0,0,336.0,0,10263.0,0,64.0,0,0.0,0
20230528,184.0,0,90.0,0,158.0,0,119.0,0,0.0,0,0.0,0,312.0,0,10234.0,0,55.0,0,1.0,0
20230529,186.0,0,83.0,0,133.0,0,118.0,0,0.0,0,0.0,0,317.0,0,10277.0,0,58.0,0,1.0,0
20230530,196.0,0,91.0,0,138.0,0,72.0,0,0.0,0,0.0,0,284.0,0,10294.0,0,66.0,0,5.0,0
20230531,198.0,0,103.0,0,149.0,0,59.0,0,0.0,0,0.0,0,235.0,0,10270.0,0,71.0,0,6.0,0
20230601,194.0,0,99.0,0,148.0,0,71.0,0,0.0,0,0.0,0,251.0,0,10255.0,0,70.0,0,6.0,0
20230602,228.0,0,105.0,0,149.0,0,91.0,0,0.0,0,0.0,0,292.0,0,10245.0,0,59.0,0,5.0,0
20230603,229.0,0,74.0,0,151.0,0,88.0,0,0.0,0,0.0,0,275.0,0,10235.0,0,64.0,0,3.0,0
20230604,188.0,0,91.0,0,160.0,0,139.0,0,0.0,0,0.0,0,0.0,1,10239.0,0,57.0,0,0.0,0
20230605,180.0,0,95.0,0,142.0,0,58.0,0,0.0,0,0.0,0,226.0,0,10245.0,0,66.0,0,6.0,0
20230606,227.0,0,114.0,0,147.0,0,31.0,0,0.0,0,0.0,0,169.0,0,10236.0,0,66.0,0,7.0,0
20230607,234.0,0,106.0,0,166.0,0,94.0,0,0.0,0,0.0,0,289.0,0,10218.0,0,67.0,0,4.0,0
20230608,270.0,0,103.0,0,169.0,0,119.0,0,0.0,0,0.0,0,325.0,0,10184.0,0,62.0,0,2.0,0
20230609,310.0,0,117.0,0,194.0,0,116.0,0,0.0,0,0.0,0,317.0,0,10140.0,0,64.0,0,2.0,0
20230610,312.0,0,131.0,0,221.0,0,120.0,0,0.0,0,0.0,0,290.0,0,10131.0,0,58.0,0,1.0,0
20230611,287.0,0,165.0,0,239.0,0,76.0,0,0.0,0,128.0,0,209.0,0,10138.0,0,66.0,0,4.0,0
20230612,288.0,0,169.0,0,228.0,0,60.0,0,0.0,0,266.0,0,237.0,0,10144.0,0,77.0,0,5.0,0
20230613,287.0,0,142.0,0,215.0,0,142.0,0,0.0,0,0.0,0,339.0,0,10143.0,0,52.0,0,0.0,0
20230614,275.0,0,114.0,0,201.0,0,130.0,0,0.0,0,0.0,0,322.0,0,10174.0,0,51.0,0,0.0,0
20230615,281.0,0,141.0,0,208.0,0,118.0,0,0.0,0,0.0,0,300.0,0,10200.0,0,54.0,0,1.0,0
20230616,262.0,0,152.0,0,216.0,0,122.0,0,0.0,0,0.0,0,326.0,0,10191.0,0,48.0,0,1.0,0
20230617,271.0,0,146.0,0,204.0,0,75.0,0,0.0,0,10.0,0,253.0,0,10141.0,0,56.0,0,4.0,0
20230618,250.0,0,168.0,0,219.0,0,41.0,0,0.0,0,26.0,0,188.0,0,10090.0,0,76.0,0,7.0,0
20230619,229.0,0,145.0,0,198.0,0,92.0,0,0.0,0,40.0,0,285.0,0,10105.0,0,71.0,0,4.0,0
20230620,258.0,0,169.0,0,199.0,0,39.0,0,0.0,0,0.0,0,166.0,0,10082.0,0,74.0,0,6.0,0
20230621,290.0,0,154.0,0,206.0,0,100.0,0,0.0,0,0.0,0,268.0,0,10159.0,0,67.0,0,3.0,0
20230622,276.0,0,145.0,0,218.0,0,96.0,0,0.0,0,0.0,0,301.0,0,10188.0,0,65.0,0,4.0,0
20230623,292.0,0,164.0,0,220.0,0,103.0,0,0.0,0,0.0,0,299.0,0,10233.0,0,63.0,0,2.0,0
20230624,313.0,0,160.0,0,226.0,0,81.0,0,0.0,0,0.0,0,267.0,0,10227.0,0,66.0,0,4.0,0
20230625,233.0,1,159.0,0,236.0,1,130.0,0,0.0,0,0.0,0,333.0,0,10145.0,0,56.0,0,1.0,0
20230626,232.0,0,139.0,0,186.0,0,81.0,0,0.0,0,0.0,0,254.0,0,10198.0,0,58.0,0,3.0,0
20230627,266.0,0,144.0,0,188.0,0,23.0,0,0.0,0,0.0,0,178.0,0,10209.0,0,65.0,0,7.0,0
20230628,230.0,0,183.0,0,224.0,0,7.0,0,0.0,0,90.0,0,112.0,0,10170.0,0,75.0,0,8.0,0
20230629,194.0,0,150.0,0,190.0,0,48.0,0,0.0,0,2.0,0,208.0,0,10160.0,0,70.0,0,7.0,0
20230630,232.0,0,118.0,0,156.0,0,11.0,0,0.0,0,6.0,0,128.0,0,10119.0,0,74.0,0,6.0,0
20230701,222.0,0,158.0,0,195.0,0,24.0,0,0.0,0,0.0,0,198.0,0,10064.0,0,68.0,0,8.0,0
20230702,216.0,0,120.0,0,171.0,0,76.0,0,0.0,0,0.0,0,263.0,0,10117.0,0,59.0,0,4.0,0
20230703,187.0,0,122.0,0,169.0,0,57.0,0,0.0,0,0.0,0,220.0,0,10110.0,0,61.0,0,6.0,0
20230704,216.0,0,136.0,0,161.0,0,9.0,0,0.0,0,202.0,0,99.0,0,10100.0,0,79.0,0,8.0,0
20230705,228.0,0,100.0,0,158.0,0,58.0,0,0.0,0,4.0,0,221.0,0,10113.0,0,71.0,0,5.0,0
20230706,297.0,0,112.0,0,170.0,0,71.0,0,0.0,0,0.0,0,249.0,0,10160.0,0,61.0,0,4.0,0
20230707,268.0,0,103.0,0,200.0,0,138.0,0,0.0,0,0.0,0,335.0,0,10153.0,0,52.0,0,0.0,0
20230708,246.0,0,194.0,0,231.0,0,32.0,0,0.0,0,4.0,0,157.0,0,10150.0,0,65.0,0,5.0,0
20230709,252.0,0,164.0,0,205.0,0,41.0,0,0.0,0,0.0,0,203.0,0,10191.0,0,68.0,0,6.0,0
20230710,236.0,0,138.0,0,195.0,0,74.0,0,0.0,0,8.0,0,246.0,0,10189.0,0,68.0,0,5.0,0
20230711,232.0,0,167.0,0,201.0,0,25.0,0,0.0,0,0.0,0,193.0,0,10100.0,0,71.0,0,8.0,0
20230712,234.0,0,136.0,0,184.0,0,65.0,0,0.0,0,0.0,0,232.0,0,10117.0,0,68.0,0,5.0,0
20230713,201.0,0,133.0,0,184.0,0,29.0,0,0.0,0,6.0,0,182.0,0,10160.0,0,71.0,0,5.0,0
20230714,224.0,0,145.0,0,173.0,0,0.0,0,0.0,0,72.0,0,56.0,0,10081.0,0,88.0,0,8.0,0
20230715,229.0,0,154.0,0,189.0,0,68.0,0,0.0,0,0.0,0,260.0,0,10010.0,0,72.0,0,8.0,0
20230716,241.0,0,143.0,0,186.0,0,47.0,0,0.0,0,18.0,0,209.0,0,10097.0,0,66.0,0,6.0,0
20230717,243.0,0,126.0,0,184.0,0,106.0,0,0.0,0,2.0,0,311.0,0,10177.0,0,65.0,0,3.0,0
20230718,237.0,0,124.0,0,184.0,0,34.0,0,0.0,0,4.0,0,212.0,0,10180.0,0,65.0,0,7.0,0
20230719,236.0,0,153.0,0,195.0,0,45.0,0,0.0,0,0.0,0,222.0,0,10152.0,0,65.0,0,7.0,0
20230720,220.0,0,125.0,0,181.0,0,82.0,0,0.0,0,0.0,0,262.0,0,10154.0,0,58.0,0,5.0,0
20230721,200.0,0,123.0,0,171.0,0,58.0,0,0.0,0,0.0,0,208.0,0,10142.0,0,61.0,0,4.0,0
20230722,243.0,0,135.0,0,168.0,0,0.0,0,0.0,0,90.0,0,78.0,0,10104.0,0,83.0,0,8.0,0
20230723,177.0,1,150.0,0,196.0,1,78.0,0,0.0,0,8.0,0,236.0,0,10032.0,0,75.0,0,5.0,0
20230724,219.0,0,147.0,0,162.0,0,0.0,0,0.0,0,4.0,0,106.0,0,10058.0,0,81.0,0,8.0,0
20230725,237.0,0,126.0,0,172.0,0,75.0,0,0.0,0,0.0,0,237.0,0,10108.0,0,64.0,0,6.0,0
20230726,229.0,0,111.0,0,174.0,0,76.0,0,0.0,0,110.0,0,221.0,0,10118.0,0,72.0,0,4.0,0
20230727,239.0,0,151.0,0,190.0,0,5.0,0,0.0,0,0.0,0,129.0,0,10035.0,0,84.0,0,8.0,0
20230728,250.0,0,170.0,0,204.0,0,18.0,0,0.0,0,2.0,0,157.0,0,10060.0,0,75.0,0,8.0,0
20230729,211.0,0,159.0,0,204.0,0,56.0,0,0.0,0,0.0,0,213.0,0,10065.0,0,66.0,0,6.0,0
20230730,203.0,0,145.0,0,178.0,0,28.0,0,0.0,0,72.0,0,126.0,0,10107.0,0,79.0,0,7.0,0
20230731,245.0,0,165.0,0,184.0,0,26.0,0,0.0,0,8.0,0,115.0,0,10045.0,0,83.0,0,6.0,0
20230801,212.0,0,139.0,0,192.0,0,55.0,0,0.0,0,76.0,0,218.0,0,10013.0,0,73.0,0,6.0,0
20230802,222.0,0,150.0,0,181.0,0,28.0,0,0.0,0,194.0,0,128.0,0,9886.0,0,89.0,0,7.0,0
20230803,204.0,0,147.0,0,184.0,0,58.0,0,0.0,0,0.0,0,198.0,0,10051.0,0,71.0,0,6.0,0
20230804,190.0,0,140.0,0,172.0,0,9.0,0,0.0,0,16.0,0,150.0,0,10171.0,0,72.0,0,7.0,0
20230805,202.0,0,132.0,0,161.0,0,3.0,0,0.0,0,84.0,0,84.0,0,10081.0,0,86.0,0,8.0,0
20230806,227.0,0,110.0,0,156.0,0,68.0,0,0.0,0,0.0,0,195.0,0,10169.0,0,71.0,0,3.0,0
20230807,189.0,0,103.0,0,165.0,0,111.0,0,0.0,0,2.0,0,261.0,0,10194.0,0,66.0,0,2.0,0
20230808,250.0,0,119.0,0,154.0,0,0.0,0,0.0,0,32.0,0,74.0,0,10152.0,0,90.0,0,7.0,0
20230809,263.0,0,126.0,0,188.0,0,121.0,0,0.0,0,0.0,0,272.0,0,10180.0,0,72.0,0,2.0,0
20230810,253.0,0,139.0,0,201.0,0,105.0,0,0.0,0,0.0,0,248.0,0,10191.0,0,70.0,0,2.0,0
20230811,225.0,0,177.0,0,215.0,0,51.0,0,0.0,0,0.0,0,182.0,0,10173.0,0,73.0,0,6.0,0
20230812,236.0,0,137.0,0,181.0,0,37.0,0,0.0,0,0.0,0,165.0,0,10145.0,0,76.0,0,6.0,0
20230813,224.0,0,159.0,0,198.0,0,25.0,0,0.0,0,42.0,0,164.0,0,10138.0,0,71.0,0,8.0,0
20230814,250.0,0,150.0,0,187.0,0,17.0,0,0.0,0,2.0,0,115.0,0,10110.0,0,84.0,0,8.0,0
20230815,263.0,0,123.0,0,186.0,0,94.0,0,0.0,0,0.0,0,253.0,0,10160.0,0,73.0,0,3.0,0
20230816,246.0,0,134.0,0,199.0,0,83.0,0,0.0,0,0.0,0,218.0,0,10202.0,0,67.0,0,1.0,0
20230817,242.0,0,154.0,0,200.0,0,70.0,0,0.0,0,20.0,0,196.0,0,10195.0,0,74.0,0,5.0,0
20230818,247.0,0,178.0,0,210.0,0,29.0,0,0.0,0,30.0,0,137.0,0,10131.0,0,83.0,0,8.0,0
20230819,259.0,0,176.0,0,211.0,0,71.0,0,0.0,0,0.0,0,210.0,0,10140.0,0,74.0,0,5.0,0
20230820,251.0,0,149.0,0,204.0,0,84.0,0,0.0,0,0.0,0,228.0,0,10218.0,0,74.0,0,3.0,0
20230821,264.0,0,146.0,0,199.0,0,77.0,0,0.0,0,0.0,0,233.0,0,10232.0,0,74.0,0,5.0,0
20230822,276.0,0,149.0,0,206.0,0,91.0,0,0.0,0,0.0,0,241.0,0,10206.0,0,70.0,0,3.0,0
20230823,246.0,0,148.0,0,212.0,0,104.0,0,0.0,0,4.0,0,254.0,0,10195.0,0,66.0,0,4.0,0
20230824,221.0,0,166.0,0,206.0,0,19.0,0,0.0,0,0.0,0,120.0,0,10121.0,0,75.0,0,6.0,0
20230825,211.0,0,139.0,0,180.0,0,60.0,0,0.0,0,0.0,0,196.0,0,10099.0,0,63.0,0,7.0,0
20230826,214.0,0,117.0,0,164.0,0,42.0,0,0.0,0,10.0,0,154.0,0,10087.0,0,78.0,0,5.0,0
20230827,210.0,0,105.0,0,159.0,0,73.0,0,0.0,0,2.0,0,189.0,0,10109.0,0,73.0,0,4.0,0
20230828,215.0,0,120.0,0,165.0,0,48.0,0,0.0,0,0.0,0,166.0,0,10147.0,0,70.0,0,6.0,0
20230829,211.0,0,144.0,0,179.0,0,22.0,0,0.0,0,4.0,0,132.0,0,10121.0,0,72.0,0,8.0,0
20230830,173.0,0,105.0,0,158.0,0,55.0,0,0.0,0,0.0,0,178.0,0,10088.0,0,68.0,0,5.0,0
