DATE,TX,Q_TX,TN,Q_TN,TG,Q_TG,SS,Q_SS,SD,Q_SD,RR,Q_RR,QQ,Q_QQ,PP,Q_PP,HU,Q_HU,CC,Q_CC
20220701,238.0,0,124.0,0,172.0,0,50.0,0,0.0,0,24.0,0,211.0,0,10165.0,0,69.0,0,6.0,0
20220702,242.0,0,118.0,0,178.0,0,42.0,0,0.0,0,0.0,0,233.0,0,10183.0,0,68.0,0,5.0,0
20220703,233.0,0,106.0,0,174.0,0,73.0,0,0.0,0,0.0,0,255.0,0,10194.0,0,64.0,0,4.0,0
20220704,223.0,0,113.0,0,173.0,0,83.0,0,0.0,0,0.0,0,285.0,0,10214.0,0,56.0,0,5.0,0
20220705,253.0,0,108.0,0,166.0,0,57.0,0,0.0,0,0.0,0,,9,10251.0,0,58.0,0,3.0,0
20220706,252.0,0,125.0,0,189.0,0,31.0,0,0.0,0,0.0,0,195.0,0,10266.0,0,60.0,0,5.0,0
20220707,287.0,0,165.0,0,209.0,0,67.0,0,0.0,0,0.0,0,226.0,0,10287.0,0,59.0,0,4.0,0
20220708,275.0,0,138.0,0,212.0,0,128.0,0,0.0,0,0.0,0,331.0,0,10315.0,0,55.0,0,0.0,0
20220709,297.0,0,155.0,0,215.0,0,109.0,0,0.0,0,0.0,0,296.0,0,10301.0,0,54.0,0,1.0,0
20220710,318.0,0,146.0,0,221.0,0,136.0,0,0.0,0,0.0,0,327.0,0,10266.0,0,54.0,0,0.0,0
20220711,313.0,0,165.0,0,241.0,0,118.0,0,0.0,0,0.0,0,314.0,0,10231.0,0,45.0,0,2.0,0
20220712,287.0,0,197.0,0,255.0,0,28.0,0,0.0,0,0.0,0,190.0,0,10220.0,0,47.0,0,7.0,0
20220713,253.0,0,209.0,0,248.0,0,63.0,0,0.0,0,0.0,0,251.0,0,10214.0,0,49.0,0,6.0,0
20220714,272.0,0,150.0,0,201.0,0,122.0,0,0.0,0,0.0,0,299.0,0,10228.0,0,50.0,0,1.0,0
20220715,291.0,0,132.0,0,202.0,0,119.0,0,0.0,0,0.0,0,306.0,0,10239.0,0,49.0,0,2.0,0
20220716,308.0,0,140.0,0,216.0,0,135.0,0,0.0,0,0.0,0,325.0,0,10249.0,0,50.0,0,0.0,0
20220717,371.0,0,155.0,0,231.0,0,132.0,0,0.0,0,0.0,0,299.0,0,10248.0,0,42.0,0,1.0,0
20220718,402.0,0,177.0,0,274.0,0,117.0,0,0.0,0,0.0,0,305.0,0,10191.0,0,33.0,0,1.0,0
20220719,272.0,1,217.0,0,309.0,1,113.0,0,0.0,0,8.0,0,292.0,0,10118.0,0,37.0,0,2.0,0
20220720,242.0,0,190.0,0,231.0,0,29.0,0,0.0,0,40.0,0,175.0,0,10158.0,0,71.0,0,7.0,0
20220721,230.0,0,158.0,0,200.0,0,23.0,0,0.0,0,0.0,0,135.0,0,10214.0,0,68.0,0,7.0,0
20220722,279.0,0,171.0,0,201.0,0,15.0,0,0.0,0,4.0,0,133.0,0,10200.0,0,66.0,0,7.0,0
20220723,290.0,0,156.0,0,218.0,0,87.0,0,0.0,0,0.0,0,258.0,0,10186.0,0,64.0,0,4.0,0
20220724,249.0,0,179.0,0,234.0,0,109.0,0,0.0,0,0.0,0,298.0,0,10137.0,0,60.0,0,5.0,0
20220725,228.0,0,178.0,0,214.0,0,16.0,0,0.0,0,0.0,0,154.0,0,10108.0,0,65.0,0,7.0,0
20220726,221.0,0,150.0,0,189.0,0,20.0,0,0.0,0,0.0,0,144.0,0,10193.0,0,65.0,0,7.0,0
20220727,252.0,0,137.0,0,179.0,0,11.0,0,0.0,0,0.0,0,101.0,0,10201.0,0,64.0,0,7.0,0
20220728,284.0,0,155.0,0,204.0,0,70.0,0,0.0,0,0.0,0,237.0,0,10174.0,0,55.0,0,6.0,0
20220729,270.0,0,144.0,0,214.0,0,73.0,0,0.0,0,0.0,0,248.0,0,10184.0,0,53.0,0,4.0,0
20220730,276.0,0,159.0,0,214.0,0,25.0,0,0.0,0,0.0,0,185.0,0,10182.0,0,62.0,0,5.0,0
20220731,278.0,0,198.0,0,237.0,0,10.0,0,0.0,0,0.0,0,135.0,0,10162.0,0,67.0,0,7.0,0
20220801,269.0,0,181.0,0,229.0,0,52.0,0,0.0,0,0.0,0,205.0,0,10180.0,0,62.0,0,6.0,0
20220802,272.0,0,183.0,0,226.0,0,25.0,0,0.0,0,0.0,0,140.0,0,10152.0,0,71.0,0,6.0,0
20220803,255.0,0,178.0,0,225.0,0,7.0,0,0.0,0,0.0,0,130.0,0,10135.0,0,75.0,0,6.0,0
20220804,233.0,0,158.0,0,206.0,0,77.0,0,0.0,0,0.0,0,224.0,0,10154.0,0,54.0,0,5.0,0
20220805,248.0,0,143.0,0,188.0,0,114.0,0,0.0,0,0.0,0,279.0,0,10226.0,0,44.0,0,3.0,0
20220806,276.0,0,105.0,0,176.0,0,135.0,0,0.0,0,0.0,0,294.0,0,10283.0,0,45.0,0,0.0,0
20220807,297.0,0,126.0,0,201.0,0,135.0,0,0.0,0,0.0,0,294.0,0,10258.0,0,46.0,0,0.0,0
20220808,291.0,0,158.0,0,228.0,0,122.0,0,0.0,0,0.0,0,272.0,0,10265.0,0,53.0,0,1.0,0
20220809,309.0,0,156.0,0,224.0,0,131.0,0,0.0,0,0.0,0,280.0,0,10285.0,0,58.0,0,0.0,0
20220810,333.0,0,150.0,0,229.0,0,133.0,0,0.0,0,0.0,0,287.0,0,10254.0,0,56.0,0,0.0,0
20220811,339.0,0,157.0,0,245.0,0,134.0,0,0.0,0,0.0,0,283.0,0,10214.0,0,49.0,0,1.0,0
20220812,342.0,0,176.0,0,258.0,0,132.0,0,0.0,0,0.0,0,280.0,0,10180.0,0,42.0,0,1.0,0
20220813,331.0,0,182.0,0,262.0,0,125.0,0,0.0,0,0.0,0,265.0,0,10137.0,0,42.0,0,1.0,0
20220814,295.0,0,182.0,0,256.0,0,97.0,0,0.0,0,0.0,0,231.0,0,10067.0,0,40.0,0,2.0,0
20220815,236.0,1,181.0,0,238.0,1,74.0,0,0.0,0,0.0,0,209.0,0,10030.0,0,51.0,0,4.0,0
20220816,244.0,0,183.0,0,209.0,0,4.0,0,0.0,0,134.0,0,105.0,0,10074.0,0,76.0,0,6.0,0
20220817,278.0,0,167.0,0,206.0,0,7.0,0,0.0,0,140.0,0,92.0,0,10119.0,0,87.0,0,6.0,0
20220818,252.0,0,175.0,0,226.0,0,59.0,0,0.0,0,0.0,0,202.0,0,10140.0,0,72.0,0,6.0,0
20220819,260.0,0,189.0,0,221.0,0,80.0,0,0.0,0,0.0,0,221.0,0,10148.0,0,60.0,0,4.0,0
20220820,254.0,0,133.0,0,196.0,0,79.0,0,0.0,0,0.0,0,209.0,0,10172.0,0,64.0,0,2.0,0
20220821,234.0,0,144.0,0,199.0,0,68.0,0,0.0,0,0.0,0,203.0,0,10158.0,0,66.0,0,4.0,0
20220822,265.0,0,140.0,0,187.0,0,35.0,0,0.0,0,0.0,0,130.0,0,10138.0,0,76.0,0,5.0,0
20220823,291.0,0,178.0,0,221.0,0,38.0,0,0.0,0,0.0,0,158.0,0,10140.0,0,80.0,0,6.0,0
20220824,218.0,1,200.0,0,246.0,1,80.0,0,0.0,0,246.0,0,212.0,0,10162.0,0,66.0,0,5.0,0
20220825,252.0,0,178.0,0,198.0,0,15.0,0,0.0,0,24.0,0,88.0,0,10175.0,0,86.0,0,6.0,0
20220826,253.0,0,113.0,0,182.0,0,87.0,0,0.0,0,0.0,0,227.0,0,10192.0,0,69.0,0,3.0,0
20220827,244.0,0,156.0,0,204.0,0,91.0,0,0.0,0,0.0,0,196.0,0,10190.0,0,64.0,0,3.0,0
20220828,233.0,0,138.0,0,191.0,0,66.0,0,0.0,0,0.0,0,185.0,0,10218.0,0,66.0,0,3.0,0
20220829,244.0,0,156.0,0,194.0,0,26.0,0,0.0,0,0.0,0,145.0,0,10228.0,0,64.0,0,7.0,0
20220830,247.0,0,135.0,0,189.0,0,58.0,0,0.0,0,0.0,0,175.0,0,10230.0,0,66.0,0,5.0,0
20220831,237.0,0,138.0,0,192.0,0,57.0,0,0.0,0,0.0,0,155.0,0,10236.0,0,42.0,0,1.0,0
20220901,242.0,0,152.0,0,194.0,0,7.0,0,0.0,0,40.0,0,93.0,0,10192.0,0,70.0,0,7.0,0
20220902,237.0,0,163.0,0,202.0,0,1.0,0,0.0,0,0.0,0,92.0,0,10125.0,0,78.0,0,8.0,0
20220903,246.0,0,150.0,0,194.0,0,58.0,0,0.0,0,88.0,0,149.0,0,10095.0,0,78.0,0,5.0,0
20220904,228.0,0,158.0,0,202.0,0,29.0,0,0.0,0,26.0,0,146.0,0,10143.0,0,73.0,0,7.0,0
20220905,222.0,0,145.0,0,186.0,0,39.0,0,0.0,0,90.0,0,115.0,0,10152.0,0,80.0,0,5.0,0
20220906,213.0,0,149.0,0,186.0,0,28.0,0,0.0,0,194.0,0,105.0,0,10116.0,0,89.0,0,5.0,0
20220907,201.0,0,140.0,0,176.0,0,64.0,0,0.0,0,90.0,0,149.0,0,10084.0,0,86.0,0,5.0,0
20220908,221.0,0,130.0,0,166.0,0,18.0,0,0.0,0,62.0,0,84.0,0,10041.0,0,93.0,0,8.0,0
20220909,225.0,0,147.0,0,184.0,0,29.0,0,0.0,0,68.0,0,139.0,0,10063.0,0,85.0,0,7.0,0
20220910,234.0,0,124.0,0,174.0,0,38.0,0,0.0,0,0.0,0,146.0,0,10155.0,0,82.0,0,4.0,0
20220911,262.0,0,124.0,0,179.0,0,41.0,0,0.0,0,0.0,0,148.0,0,10179.0,0,83.0,0,4.0,0
20220912,188.0,1,148.0,0,205.0,1,44.0,0,0.0,0,0.0,0,142.0,0,10119.0,0,74.0,0,7.0,0
20220913,220.0,0,159.0,0,174.0,0,0.0,0,0.0,0,58.0,0,67.0,0,10106.0,0,83.0,0,8.0,0
20220914,191.0,0,144.0,0,182.0,0,63.0,0,0.0,0,0.0,0,164.0,0,10077.0,0,78.0,0,5.0,0
20220915,177.0,0,126.0,0,158.0,0,17.0,0,0.0,0,0.0,0,114.0,0,10129.0,0,68.0,0,8.0,0
20220916,176.0,0,104.0,0,141.0,0,66.0,0,0.0,0,0.0,0,162.0,0,10182.0,0,60.0,0,4.0,0
20220917,180.0,0,60.0,0,118.0,0,111.0,0,0.0,0,0.0,0,201.0,0,10225.0,0,57.0,0,1.0,0
20220918,186.0,0,77.0,0,128.0,0,56.0,0,0.0,0,0.0,0,142.0,0,10216.0,0,67.0,0,6.0,0
20220919,198.0,0,116.0,0,151.0,0,16.0,0,0.0,0,2.0,0,110.0,0,10246.0,0,73.0,0,8.0,0
20220920,212.0,0,88.0,0,143.0,0,47.0,0,0.0,0,0.0,0,130.0,0,10262.0,0,72.0,0,5.0,0
20220921,207.0,0,136.0,0,174.0,0,29.0,0,0.0,0,0.0,0,106.0,0,10256.0,0,66.0,0,8.0,0
20220922,189.0,0,96.0,0,152.0,0,68.0,0,0.0,0,30.0,0,152.0,0,10199.0,0,77.0,0,4.0,0
20220923,189.0,0,144.0,0,166.0,0,15.0,0,0.0,0,0.0,0,88.0,0,10152.0,0,81.0,0,7.0,0
20220924,167.0,0,90.0,0,139.0,0,72.0,0,0.0,0,0.0,0,142.0,0,10171.0,0,74.0,0,3.0,0
20220925,157.0,0,89.0,0,128.0,0,65.0,0,0.0,0,16.0,0,143.0,0,10181.0,0,67.0,0,4.0,0
20220926,150.0,0,111.0,0,134.0,0,38.0,0,0.0,0,0.0,0,105.0,0,10033.0,0,72.0,0,8.0,0
20220927,156.0,0,86.0,0,118.0,0,16.0,0,0.0,0,16.0,0,85.0,0,10017.0,0,77.0,0,6.0,0
20220928,169.0,0,52.0,0,104.0,0,56.0,0,0.0,0,0.0,0,104.0,0,10004.0,0,73.0,0,4.0,0
20220929,167.0,0,59.0,0,114.0,0,57.0,0,0.0,0,0.0,0,126.0,0,10041.0,0,73.0,0,5.0,0
20220930,194.0,0,74.0,0,121.0,0,3.0,0,0.0,0,82.0,0,63.0,0,10055.0,0,89.0,0,7.0,0
20221001,186.0,0,105.0,0,149.0,0,62.0,0,0.0,0,2.0,0,125.0,0,10076.0,0,77.0,0,5.0,0
20221002,184.0,0,130.0,0,158.0,0,46.0,0,0.0,0,0.0,0,113.0,0,10208.0,0,75.0,0,5.0,0
20221003,183.0,0,70.0,0,127.0,0,21.0,0,0.0,0,0.0,0,105.0,0,10254.0,0,80.0,0,6.0,0
20221004,188.0,0,121.0,0,152.0,0,3.0,0,0.0,0,0.0,0,59.0,0,10170.0,0,83.0,0,8.0,0
20221005,192.0,0,154.0,0,171.0,0,6.0,0,0.0,0,12.0,0,45.0,0,10128.0,0,76.0,0,6.0,0
20221006,195.0,0,77.0,0,134.0,0,76.0,0,0.0,0,0.0,0,133.0,0,10272.0,0,76.0,0,1.0,0
20221007,172.0,0,122.0,0,158.0,0,43.0,0,0.0,0,22.0,0,101.0,0,10197.0,0,82.0,0,4.0,0
20221008,183.0,0,67.0,0,119.0,0,94.0,0,0.0,0,0.0,0,152.0,0,10232.0,0,76.0,0,0.0,0
20221009,161.0,0,56.0,0,119.0,0,85.0,0,0.0,0,32.0,0,143.0,0,10176.0,0,75.0,0,3.0,0
20221010,165.0,0,92.0,0,127.0,0,72.0,0,0.0,0,0.0,0,131.0,0,10184.0,0,72.0,0,3.0,0
20221011,178.0,0,44.0,0,104.0,0,89.0,0,0.0,0,0.0,0,137.0,0,10268.0,0,73.0,0,1.0,0
20221012,178.0,0,50.0,0,114.0,0,19.0,0,0.0,0,36.0,0,84.0,0,10208.0,0,81.0,0,7.0,0
20221013,163.0,0,118.0,0,148.0,0,25.0,0,0.0,0,0.0,0,61.0,0,10157.0,0,89.0,0,6.0,0
20221014,178.0,0,93.0,0,128.0,0,0.0,0,0.0,0,6.0,0,44.0,0,10101.0,0,91.0,0,6.0,0
20221015,170.0,0,77.0,0,128.0,0,52.0,0,0.0,0,0.0,0,95.0,0,10039.0,0,83.0,0,5.0,0
20221016,193.0,0,104.0,0,137.0,0,49.0,0,0.0,0,58.0,0,81.0,0,10099.0,0,79.0,0,4.0,0
20221017,180.0,0,135.0,0,164.0,0,58.0,0,0.0,0,0.0,0,93.0,0,10173.0,0,78.0,0,5.0,0
20221018,172.0,0,60.0,0,120.0,0,83.0,0,0.0,0,0.0,0,120.0,0,10274.0,0,80.0,0,2.0,0
20221019,167.0,0,113.0,0,142.0,0,48.0,0,0.0,0,12.0,0,97.0,0,10193.0,0,83.0,0,4.0,0
20221020,182.0,0,141.0,0,154.0,0,22.0,0,0.0,0,110.0,0,42.0,0,10068.0,0,91.0,0,5.0,0
20221021,186.0,0,95.0,0,138.0,0,25.0,0,0.0,0,96.0,0,67.0,0,10016.0,0,90.0,0,7.0,0
20221022,194.0,0,122.0,0,154.0,0,32.0,0,0.0,0,68.0,0,79.0,0,10089.0,0,86.0,0,6.0,0
20221023,187.0,0,131.0,0,162.0,0,24.0,0,0.0,0,196.0,0,61.0,0,10009.0,0,90.0,0,8.0,0
20221024,178.0,0,119.0,0,153.0,0,60.0,0,0.0,0,30.0,0,93.0,0,10028.0,0,83.0,0,6.0,0
20221025,191.0,0,106.0,0,142.0,0,42.0,0,0.0,0,0.0,0,72.0,0,10109.0,0,86.0,0,5.0,0
20221026,208.0,0,137.0,0,164.0,0,46.0,0,0.0,0,24.0,0,72.0,0,10110.0,0,81.0,0,4.0,0
20221027,189.0,0,119.0,0,164.0,0,19.0,0,0.0,0,2.0,0,61.0,0,10140.0,0,87.0,0,5.0,0
20221028,218.0,0,127.0,0,158.0,0,42.0,0,0.0,0,10.0,0,71.0,0,10152.0,0,82.0,0,4.0,0
20221029,170.0,0,106.0,0,162.0,0,42.0,0,0.0,0,6.0,0,75.0,0,10138.0,0,85.0,0,7.0,0
20221030,175.0,0,129.0,0,149.0,0,6.0,0,0.0,0,2.0,0,41.0,0,10147.0,0,86.0,0,5.0,0
20221031,161.0,0,98.0,0,137.0,0,37.0,0,0.0,0,90.0,0,60.0,0,10107.0,0,89.0,0,5.0,0
20221101,152.0,0,110.0,0,136.0,0,29.0,0,0.0,0,26.0,0,56.0,0,10058.0,0,81.0,0,6.0,0
20221102,127.0,0,80.0,0,116.0,0,32.0,0,0.0,0,344.0,0,62.0,0,10127.0,0,78.0,0,4.0,0
20221103,128.0,0,100.0,0,113.0,0,16.0,0,0.0,0,20.0,0,34.0,0,10010.0,0,90.0,0,7.0,0
20221104,139.0,0,64.0,0,96.0,0,70.0,0,0.0,0,2.0,0,84.0,0,10105.0,0,82.0,0,3.0,0
20221105,141.0,0,57.0,0,98.0,0,0.0,0,0.0,0,168.0,0,21.0,0,10135.0,0,92.0,0,8.0,0
20221106,153.0,0,93.0,0,117.0,0,10.0,0,0.0,0,66.0,0,22.0,0,10033.0,0,92.0,0,6.0,0
20221107,153.0,0,95.0,0,124.0,0,0.0,0,0.0,0,26.0,0,25.0,0,10033.0,0,86.0,0,7.0,0
20221108,150.0,0,121.0,0,137.0,0,17.0,0,0.0,0,62.0,0,46.0,0,9976.0,0,81.0,0,6.0,0
20221109,154.0,0,102.0,0,126.0,0,59.0,0,0.0,0,0.0,0,74.0,0,10068.0,0,81.0,0,5.0,0
20221110,165.0,0,93.0,0,123.0,0,1.0,0,0.0,0,0.0,0,22.0,0,10201.0,0,80.0,0,6.0,0
20221111,169.0,0,134.0,0,149.0,0,9.0,0,0.0,0,0.0,0,35.0,0,10258.0,0,79.0,0,8.0,0
20221112,144.0,0,88.0,0,128.0,0,41.0,0,0.0,0,0.0,0,49.0,0,10265.0,0,91.0,0,4.0,0
20221113,140.0,0,94.0,0,119.0,0,25.0,0,0.0,0,2.0,0,47.0,0,10195.0,0,95.0,0,6.0,0
20221114,147.0,0,74.0,0,107.0,0,6.0,0,0.0,0,30.0,0,27.0,0,10085.0,0,96.0,0,7.0,0
20221115,127.0,0,82.0,0,114.0,0,15.0,0,0.0,0,122.0,0,21.0,0,9960.0,0,88.0,0,6.0,0
20221116,119.0,0,71.0,0,99.0,0,33.0,0,0.0,0,160.0,0,50.0,0,9884.0,0,90.0,0,6.0,0
20221117,127.0,0,86.0,0,102.0,0,14.0,0,0.0,0,2.0,0,41.0,0,9838.0,0,84.0,0,7.0,0
20221118,108.0,0,71.0,0,99.0,0,49.0,0,0.0,0,0.0,0,54.0,0,10010.0,0,75.0,0,6.0,0
20221119,114.0,0,73.0,0,91.0,0,10.0,0,0.0,0,58.0,0,30.0,0,10124.0,0,79.0,0,7.0,0
20221120,92.0,0,40.0,0,77.0,0,44.0,0,0.0,0,2.0,0,53.0,0,10085.0,0,87.0,0,5.0,0
20221121,108.0,0,37.0,0,65.0,0,0.0,0,0.0,0,58.0,0,8.0,0,9940.0,0,89.0,0,7.0,0
20221122,126.0,0,50.0,0,79.0,0,49.0,0,0.0,0,20.0,0,50.0,0,9889.0,0,83.0,0,4.0,0
20221123,132.0,0,26.0,0,76.0,0,43.0,0,0.0,0,8.0,0,48.0,0,9920.0,0,82.0,0,4.0,0
20221124,125.0,0,59.0,0,96.0,0,4.0,0,0.0,0,14.0,0,33.0,0,10025.0,0,83.0,0,4.0,0
20221125,128.0,0,72.0,0,98.0,0,64.0,0,0.0,0,0.0,0,53.0,0,10151.0,0,80.0,0,1.0,0
20221126,134.0,0,75.0,0,102.0,0,10.0,0,0.0,0,38.0,0,30.0,0,10226.0,0,85.0,0,7.0,0
20221127,119.0,0,93.0,0,113.0,0,0.0,0,0.0,0,6.0,0,,9,10123.0,0,94.0,0,8.0,0
20221128,73.0,1,44.0,0,82.0,1,26.0,0,0.0,0,4.0,0,35.0,0,10095.0,0,92.0,0,4.0,0
20221129,99.0,0,43.0,0,58.0,0,0.0,0,0.0,0,0.0,0,9.0,0,10201.0,0,94.0,0,8.0,0
20221130,72.0,1,60.0,0,80.0,1,23.0,0,0.0,0,0.0,0,,9,10255.0,0,92.0,0,5.0,0
20221201,76.0,0,37.0,0,55.0,0,19.0,0,0.0,0,0.0,0,30.0,0,10291.0,0,96.0,0,8.0,0
20221202,77.0,0,39.0,0,58.0,0,17.0,0,0.0,0,2.0,0,28.0,0,10259.0,0,90.0,0,7.0,0
20221203,61.0,1,47.0,0,62.0,1,0.0,0,0.0,0,2.0,0,13.0,0,10206.0,0,77.0,0,8.0,0
20221204,83.0,0,39.0,0,50.0,0,0.0,0,0.0,0,0.0,0,13.0,0,10171.0,0,82.0,0,8.0,0
20221205,73.0,0,38.0,0,60.0,0,1.0,0,0.0,0,0.0,0,15.0,0,10221.0,0,86.0,0,8.0,0
20221206,64.0,0,29.0,0,51.0,0,42.0,0,0.0,0,0.0,0,40.0,0,10240.0,0,84.0,0,5.0,0
20221207,40.0,0,11.0,0,38.0,0,47.0,0,0.0,0,0.0,0,42.0,0,10212.0,0,86.0,0,3.0,0
20221208,37.0,0,-32.0,0,4.0,0,61.0,0,0.0,0,4.0,0,48.0,0,10119.0,0,85.0,0,0.0,0
20221209,50.0,0,-37.0,0,0.0,0,16.0,0,0.0,0,0.0,0,26.0,0,10089.0,0,88.0,0,4.0,0
20221210,4.0,0,-43.0,0,3.0,0,58.0,0,0.0,0,0.0,0,46.0,0,10101.0,0,89.0,0,1.0,0
20221211,14.0,0,-38.0,0,-17.0,0,0.0,0,0.0,0,2.0,0,12.0,0,10080.0,0,97.0,0,8.0,0
20221212,17.0,0,-32.0,0,-9.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10088.0,0,94.0,0,7.0,0
20221213,13.0,0,-19.0,0,-1.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10074.0,0,84.0,0,5.0,0
20221214,22.0,0,-21.0,0,-4.0,0,22.0,0,0.0,0,0.0,0,29.0,0,10062.0,0,83.0,0,4.0,0
20221215,32.0,0,-59.0,0,-19.0,0,61.0,0,0.0,0,0.0,0,47.0,0,10116.0,0,82.0,0,0.0,0
20221216,50.0,0,-47.0,0,-8.0,0,57.0,0,0.0,0,0.0,0,45.0,0,10185.0,0,88.0,0,1.0,0
20221217,125.0,0,-54.0,0,-2.0,0,13.0,0,0.0,0,2.0,0,24.0,0,10223.0,0,88.0,0,5.0,0
20221218,133.0,0,-39.0,0,43.0,0,0.0,0,0.0,0,80.0,0,12.0,0,10161.0,0,94.0,0,6.0,0
20221219,112.0,0,8.0,0,70.0,0,0.0,0,0.0,0,60.0,0,12.0,0,10065.0,0,93.0,0,8.0,0
20221220,122.0,0,86.0,0,99.0,0,50.0,0,0.0,0,0.0,0,42.0,0,10072.0,0,86.0,0,4.0,0
20221221,120.0,0,43.0,0,82.0,0,10.0,0,0.0,0,2.0,0,22.0,0,10063.0,0,90.0,0,7.0,0
20221222,139.0,0,58.0,0,89.0,0,0.0,0,0.0,0,94.0,0,12.0,0,10034.0,0,93.0,0,8.0,0
20221223,109.0,0,64.0,0,102.0,0,8.0,0,0.0,0,48.0,0,20.0,0,10027.0,0,89.0,0,6.0,0
20221224,118.0,0,66.0,0,88.0,0,0.0,0,0.0,0,20.0,0,12.0,0,10096.0,0,91.0,0,4.0,0
20221225,82.0,1,68.0,0,93.0,1,3.0,0,0.0,0,16.0,0,16.0,0,10078.0,0,89.0,0,8.0,0
20221226,114.0,0,34.0,0,58.0,0,58.0,0,0.0,0,0.0,0,46.0,0,10156.0,0,80.0,0,2.0,0
20221227,120.0,0,19.0,0,67.0,0,5.0,0,0.0,0,62.0,0,18.0,0,10193.0,0,88.0,0,6.0,0
20221228,98.0,0,57.0,0,88.0,0,0.0,0,0.0,0,36.0,0,12.0,0,10019.0,0,91.0,0,8.0,0
20221229,141.0,0,81.0,0,89.0,0,15.0,0,0.0,0,6.0,0,25.0,0,10010.0,0,76.0,0,4.0,0
20221230,140.0,0,45.0,0,93.0,0,1.0,0,0.0,0,18.0,0,14.0,0,9971.0,0,86.0,0,7.0,0
20221231,123.0,0,89.0,0,114.0,0,0.0,0,0.0,0,62.0,0,13.0,0,9995.0,0,87.0,0,8.0,0
20230101,93.0,1,100.0,1,112.0,1,0.0,0,0.0,0,46.0,0,21.0,0,10080.0,0,81.0,0,7.0,0
20230102,134.0,0,52.0,0,72.0,0,52.0,0,0.0,0,4.0,0,44.0,0,10169.0,0,86.0,0,3.0,0
20230103,139.0,0,21.0,0,78.0,0,0.0,0,0.0,0,30.0,0,9.0,0,10186.0,0,93.0,0,7.0,0
20230104,135.0,0,92.0,0,116.0,0,4.0,0,0.0,0,2.0,0,17.0,0,10146.0,0,82.0,0,6.0,0
20230105,127.0,0,89.0,0,112.0,0,4.0,0,0.0,0,24.0,0,28.0,0,10186.0,0,82.0,0,8.0,0
20230106,114.0,0,63.0,0,95.0,0,22.0,0,0.0,0,6.0,0,34.0,0,10138.0,0,87.0,0,4.0,0
20230107,95.0,0,67.0,0,91.0,0,0.0,0,0.0,0,32.0,0,8.0,0,10006.0,0,84.0,0,7.0,0
20230108,96.0,0,65.0,0,80.0,0,2.0,0,0.0,0,72.0,0,14.0,0,9928.0,0,87.0,0,6.0,0
20230109,130.0,0,44.0,0,70.0,0,24.0,0,0.0,0,20.0,0,38.0,0,10014.0,0,80.0,0,4.0,0
20230110,122.0,0,39.0,0,84.0,0,0.0,0,0.0,0,36.0,0,10.0,0,10083.0,0,89.0,0,7.0,0
20230111,127.0,0,68.0,0,95.0,0,31.0,0,0.0,0,40.0,0,27.0,0,10085.0,0,81.0,0,5.0,0
20230112,115.0,0,72.0,0,99.0,0,1.0,0,0.0,0,38.0,0,14.0,0,10031.0,0,83.0,0,7.0,0
20230113,126.0,0,72.0,0,93.0,0,49.0,0,0.0,0,84.0,0,44.0,0,10088.0,0,72.0,0,2.0,0
20230114,82.0,1,60.0,0,93.0,1,1.0,0,0.0,0,16.0,0,19.0,0,10006.0,0,84.0,0,8.0,0
20230115,53.0,1,38.0,0,60.0,1,25.0,0,0.0,0,108.0,0,33.0,0,9984.0,0,77.0,0,4.0,0
20230116,8.0,1,27.0,1,40.0,1,11.0,0,0.0,0,0.0,0,28.0,0,9864.0,0,83.0,0,6.0,0
20230117,52.0,0,-50.0,0,-21.0,0,7.0,0,0.0,0,0.0,0,35.0,0,9899.0,0,86.0,0,4.0,0
20230118,56.0,0,-38.0,0,7.0,0,60.0,0,0.0,0,0.0,0,60.0,0,9983.0,0,84.0,0,2.0,0
20230119,63.0,0,-27.0,0,14.0,0,60.0,0,0.0,0,0.0,0,62.0,0,10082.0,0,83.0,0,3.0,0
20230120,62.0,0,-13.0,0,25.0,0,53.0,0,0.0,0,2.0,0,52.0,0,10192.0,0,79.0,0,2.0,0
20230121,37.0,0,-14.0,0,24.0,0,64.0,0,0.0,0,0.0,0,58.0,0,10325.0,0,84.0,0,1.0,0
20230122,52.0,0,-47.0,0,-5.0,0,36.0,0,0.0,0,0.0,0,50.0,0,10359.0,0,94.0,0,1.0,0
20230123,50.0,0,-84.0,0,-16.0,0,63.0,0,0.0,0,2.0,0,64.0,0,10379.0,0,85.0,0,4.0,0
20230124,61.0,0,-51.0,0,-1.0,0,29.0,0,0.0,0,0.0,0,45.0,0,10391.0,0,81.0,0,5.0,0
20230125,80.0,0,-33.0,0,14.0,0,0.0,0,0.0,0,28.0,0,18.0,0,10333.0,0,97.0,0,7.0,0
20230126,73.0,0,-6.0,0,37.0,0,8.0,0,0.0,0,0.0,0,34.0,0,10305.0,0,83.0,0,6.0,0
20230127,62.0,0,39.0,0,56.0,0,2.0,0,0.0,0,0.0,0,37.0,0,10309.0,0,79.0,0,6.0,0
20230128,89.0,0,17.0,0,40.0,0,0.0,0,0.0,0,0.0,0,30.0,0,10321.0,0,76.0,0,8.0,0
20230129,99.0,0,35.0,0,62.0,0,0.0,0,0.0,0,0.0,0,25.0,0,10267.0,0,88.0,0,6.0,0
